V1_pos,V1_para,V1_sec,V2_pos,V2_para,V2_sec,align_status,similarity,block_type_v1,block_type_v2,text_V1,text_V2,notes
Sec6,6.4(ii),184,Sec6,6.4(b),192,exact,0.952,list,list,(ii) appropriate safeguards for data subjects' rights (e.g. you will enter into Standard Contractual Clauses governing the transfer and that a positive Transfer Impact Assessment has been completed).,(b) Appropriate safeguards for data subjects' rights (e.g. the Applicant will enter into Standard Contractual Clauses governing the transfer and that a positive Transfer Impact Assessment has been completed).,
Sec6,6.5_h,185,Sec6,6.5_h,193,v1_only,0.642,italic_heading,italic_heading,*Article 40(8)(e): - Demonstrating Proposed Access and Time Frames*,"*Article 40(8) (e) - Demonstrating Proposed Access and Time Frames are necessary for, and proportionate to the purpose of the research*",
Sec6,6.5_p1,186,Sec6,6.5_p1,194,exact,1,paragraph,paragraph,"The application must demonstrate that access to the data and the time frames requested are necessary for, and proportionate to, the purposes of the applicant's research, and that the expected results of that research will contribute to the purposes laid down in Article 40(4) DSA. Article 40(4) provides for access to data ""for the sole purpose of conducting research that contributes to the detection, identification and understanding of systemic risks in the Union, as set out in Article 34(1), and to the assessment of the adequacy, efficiency and impacts of the risk mitigation measures pursuant to Article 35.""","The application must demonstrate that access to the data and the time frames requested are necessary for, and proportionate to, the purposes of the Applicant(s) research, and that the expected results of that research will contribute to the purposes laid down in Article 40(4) DSA. Article 40(4) provides for access to data ""for the sole purpose of conducting research that contributes to the detection, identification and understanding of systemic risks in the Union, as set out in Article 34(1), and to the assessment of the adequacy, efficiency and impacts of the risk mitigation measures pursuant to Article 35.""",
Sec6,6.5_p2,187,Sec6,6.5_p2,195,exact,1,paragraph,paragraph,The application must contain:,The application must contain:,
Sec6,6.5(a),188,Sec6,6.5(a),196,exact,1,list,list,"(a) a description of the data requested, including format, scope and, where possible, the specific attributes, relevant metadata and data documentation, also considering the information made available pursuant to Article 6(4) of the Delegated Act (i.e. information in the VLOP/VLOSE's DSA data catalogue);","(a) A description of the data requested, including format, scope and, where possible, the specific attributes, relevant metadata and data documentation, also considering the information made available pursuant to Article 6(4) of the Delegated Act (i.e. information in the VLOP/VLOSE's DSA data catalogue);",
Sec6,6.5(b),189,Sec6,6.5(b),197,exact,1,list,list,(b) information on the necessity and proportionality of the access to the data and the time frames for the purposes of the research for which the data are requested; and,(b) Information on the necessity and proportionality of the access to the data and the time frames for the purposes of the research for which the data are requested; and,
Sec6,6.5(c),190,Sec6,6.5(c),198,exact,1,list,list,(c) a description of the research activities to be conducted with the requested data and an estimation of the required duration of the access.,(c) A description of the research activities to be conducted with the requested data and an estimation of the required duration of the access.,
Sec6,6.5_p3,191,Sec6,6.5_p3,199,exact,1,paragraph,paragraph,Further guidance in respect of compliance with Article 40(8)(e) is set out below under different headings.,Further guidance in respect of compliance with Article 40(8)(e) is set out below under different headings.,
Sec6,6.5_u1,192,Sec6,6.5_u1,200,exact,1,underline_heading,underline_heading,<u>Necessity and Proportionality of Access:</u>,<u>Necessity and Proportionality of Access</u>,
,,,Sec6,6.4_p13,201,v2_only,,,paragraph,,"If an international personal data transfer will be involved should the Applicant(s) be granted VR status, the application must demonstrate that the Applicant(s) will ensure compliance with the obligations under the GDPR in connection with such transfer, i.e. that the access will be covered by:",
Sec6,6.5_p4,193,,,202,v1_only,0.316,paragraph,,"In order to demonstrate that the access to data you request is necessary and proportionate, documents to be provided may include those listed below. Applicants should consider, having regard to the subject matter of your application, what documentation should be provided in order to demonstrate that the access to data you request is necessary and proportionate<u>:</u>","In order to demonstrate that the access to data from the Applicant(s) request is necessary and proportionate, documents to be provided may include those listed below. The Applicant(s) should consider, having regard to the subject matter of the application, what documentation should be provided in order to demonstrate that the access to data requested is necessary and proportionate:",
Sec6,6.5(a),194,Sec6,6.5(a),203,fuzzy,1,list,list,(a) Data Management Plan (DMP) with Research Organisation review / recommendations,(a) Data Management Plan (DMP) with Research Organisation review / recommendations ,
Sec6,6.5(b),195,Sec6,6.5_p4,204,v1_only,1,list,,(b) Data Protection Impact Assessment (DPIA) with DPO review/ recommendations,(b) Data Protection Impact Assessment (DPIA) with DPO review/ recommendations;,
Sec6,6.5(c),196,Sec6,6.5(c),205,exact,1,list,list,(c) Necessity assessment or other such documentation demonstrating the access to data are necessary; and,(c) Necessity assessment or other such documentation demonstrating the access to data are necessary; and,
Sec6,6.5(d),197,Sec6,6.5(d),206,exact,1,list,list,(d) Proportionality assessment or other such documentation demonstrating the access to data are proportionate.,(d) Proportionality assessment or other such documentation demonstrating the access to data are proportionate.,
Sec6,6.5_p5,198,Sec6,6.5_p5,207,exact,1,paragraph,paragraph,"In respect of the necessity and proportionality of access, an application should consider, and where appropriate, address the following:","In respect of the necessity and proportionality of access, an application should consider, and where appropriate, address the following:",
Sec6,6.5(a),199,Sec6,6.5_p6,208,fuzzy,0.948,list,paragraph,"(a) A clear description of data variables requested is expected, which should include format, scope and where possible specific attributes, relevant metadata and data documentation. Researchers should ask for the exact data they would like and that they believe the VLOP/VLOSE may have;","A clear description of data variables requested is expected, which should include format, scope and where possible specific attributes, relevant metadata, and data documentation. Researchers should ask for the exact data they require access to and that they believe the VLOP/VLOSE may have;",
Sec6,6.5(b),200,Sec6,6.5(a),209,exact,0.994,list,list,(b) Each variable or groups of variables (particularly where personal data is concerned) must be necessary for the project and this should be described by the researcher;,(a) Each variable or groups of variables (particularly where personal data is concerned) must be necessary for the project and this should be described by the researcher;,
Sec6,6.5(c),201,Sec6,6.5(b),210,exact,0.994,list,list,"(c) Researchers should demonstrate that the amount, scope, granularity and type of data requested do not exceed what is necessary to achieve the research objectives;","(b) Researchers should demonstrate that the amount, scope, granularity, and type of data requested do not exceed what is necessary to achieve the research objectives;",
Sec6,6.5(d),202,Sec6,6.5(c),211,exact,0.986,list,list,(d) Researchers should describe how the data and data format were selected;,(c) Researchers should describe how the data and data format were selected;,
Sec6,6.5(e),203,Sec6,6.5(d),212,exact,0.985,list,list,(e) Whether data requested are aggregate data or individual level data;,(d) Whether data requested are aggregate data or individual level data;,
Sec6,6.5(f),204,Sec6,6.5(e),213,exact,0.986,list,list,"(f) Whether data requested are anonymous, pseudonymised or identifiable data;","(e) Whether data requested are anonymous, pseudonymised or identifiable data;",
Sec6,6.5(g),205,Sec6,6.5(f),214,exact,0.992,list,list,(g) Researchers should provide a description of why these data must be used (as opposed to aggregate data or anonymous data for example);,(f) Researchers should provide a description of why these data must be used (as opposed to aggregate data or anonymous data for example);,
Sec6,6.5(h),206,Sec6,6.5(g),215,exact,0.989,list,list,(h) Researchers should consider whether there is a less intrusive way to complete the research;,(g) Researchers should consider whether there is a less intrusive way to complete the research;,
Sec6,6.5(i),207,Sec6,6.5(h),216,exact,0.992,list,list,(i) Is the amount of data being collected comparable to that used in other research projects or articles on the same topic?,(h) Is the amount of data being collected comparable to that used in other research projects or articles on the same topic?,
Sec6,6.5(j),208,Sec6,6.5(i),217,exact,0.983,list,list,(j) Any data minimisation is clearly described and justified;,(i) Any data minimisation is clearly described and justified;,
Sec6,6.5(k),209,Sec6,6.5(j),218,exact,0.989,list,list,(k) That the research question/hypothesis is sound and is achievable with the data requested;,(j) That the research question/hypothesis is sound and is achievable with the data requested;,
Sec6,6.5(l),210,Sec6,6.5(k),219,exact,0.997,list,list,"(l) That the access requested balances the impact on the rights and interests (e.g. commercial interests, interests in confidential information, intellectual property rights, data protection rights, etc.) of (i) the data subjects; (ii) the VLOP/VLOSE; and (iii) any other affected third parties, and researchers should describe their assessment of same; and","(k) That the access requested balances the impact on the rights and interests (e.g. commercial interests, interests in confidential information, intellectual property rights, data protection rights, etc.) of (i) the data subjects; (ii) the VLOP/VLOSE; and (iii) any other affected third parties, and researchers should describe their assessment of same; and",
Sec6,6.5(m),211,Sec6,6.5(l),220,exact,0.981,list,list,(m) The importance of the objective should be described.,(l) The importance of the objective should be described.,
Sec6,6.5_u2,212,Sec6,6.5_u2,221,exact,1,underline_heading,underline_heading,<u>Necessity and Proportionality of Timeframe of Access:</u>,<u>Necessity and Proportionality of Timeframe of Access</u>,
Sec6,6.5_p6,213,Sec6,6.5_p7,222,exact,0.978,paragraph,paragraph,"In order to demonstrate that the timeframe of access to data you request is necessary and proportionate, documents to be provided may include:","In order to demonstrate that the timeframe of access to data requested is necessary and proportionate, documents to be provided may include:",
Sec6,6.5(a),214,Sec6,6.5(a),223,exact,1,list,list,(a) Data Management Plan (DMP) with Research Organisation review/recommendations;,(a) Data Management Plan (DMP) with Research Organisation review/recommendations;,
Sec6,6.5(b),215,Sec6,6.5(b),224,exact,1,list,list,(b) Data Protection Impact Assessment (DPIA) with DPO review/ recommendations;,(b) Data Protection Impact Assessment (DPIA) with DPO review/ recommendations;,
Sec6,6.5(c),216,Sec6,6.5(c),225,exact,1,list,list,(c) Necessity assessment or other such documentation demonstrating the timeframe to data are necessary; and/or,(c) Necessity assessment or other such documentation demonstrating the timeframe to data are necessary; and/or,
Sec6,6.5(d),217,Sec6,6.5(d),226,exact,1,list,list,(d) Proportionality assessment or other such documentation demonstrating the timeframe to data are proportionate.,(d) Proportionality assessment or other such documentation demonstrating the timeframe to data are proportionate.,
Sec6,6.5_p7,218,Sec6,6.5_p8,227,exact,1,paragraph,paragraph,"In respect of the necessity and proportionality of timeframe of access, an application should address the following:","In respect of the necessity and proportionality of timeframe of access, an application should address the following:",
Sec6,6.5(e),219,Sec6,6.5(a),228,exact,0.993,list,list,"(e) A description of the timeframe in relation to the data requested, including whether it is requested as at a set timepoint, or over a time range;","(a) A description of the timeframe in relation to the data requested, including whether it is requested as at a set timepoint, or over a time range;",
Sec6,6.5(f),220,Sec6,6.5(b),229,exact,0.992,list,list,(f) A description of how long the researcher will need access to data for and a justification of why the timeframe is necessary;,(b) A description of how long the researcher will need access to data for and a justification of why the timeframe is necessary;,
Sec6,6.5(g),221,Sec6,6.5(c),230,exact,0.982,list,list,(g) A justification of the data retention period described;,(c) A justification of the data retention period described;,
Sec6,6.5(h),222,Sec6,6.5(d),231,exact,0.993,list,list,"(h) A breakdown of the research project timeline, i.e., the duration of data cleaning, data analysis, report writing, peer review, publication etc;","(d) A breakdown of the research project timeline, i.e., the duration of data cleaning, data analysis, report writing, peer review, publication etc;",
Sec6,6.5_p8,223,Sec6,6.5_p9,232,exact,0.946,paragraph,paragraph,Researchers should demonstrate why the timeframe for access to data requested is adequate to achieve the envisaged objective of the research.,Applicants should demonstrate why the timeframe for access to data requested is adequate to achieve the envisaged objective of the research.,
Sec6,6.5_p9,224,Sec6,6.5_p10,233,exact,0.953,paragraph,paragraph,"In cases whereby researchers request access to live systems, or live data, they should explain why it is proportionate, and why the research could not be achieved through the examination of historical data.","In cases whereby Applicants request access to live systems, or live data, they should explain why it is proportionate, and why the research could not be achieved through the examination of historical data.",
Sec6,6.5_u3,225,Sec6,6.5_u3,234,exact,1,underline_heading,underline_heading,<u>Expected Results</u>,<u>Expected Results</u>,
Sec6,6.5_p10,226,Sec6,6.5_p11,235,exact,0.984,paragraph,paragraph,"In addition, researchers must describe how the results sought to be achieved will contribute toward the detection, identification and understanding of systemic risks in the EU, as set out pursuant to Article 34(1) of the DSA, and to the assessment of the adequacy, efficiency and impacts of the risk mitigation measures pursuant to Article 35 of the DSA, and should describe both the benefits and risks associated with the proposed research. A Data Management Plan or Data Protection Impact Assessment with Research Organisation review/ will again be considered by An Coimisiún in this regard.","In addition, Applicants must describe how the results sought to be achieved will contribute toward the detection, identification and understanding of systemic risks in the EU, as set out pursuant to Article 34(1) of the DSA, and to the assessment of the adequacy, efficiency and impacts of the risk mitigation measures pursuant to Article 35 of the DSA, and should describe both the benefits and risks associated with the proposed research. A Data Management Plan or Data Protection Impact Assessment with Research Organisation review will again be considered by An Coimisiún in this regard.",
Sec6,6.6_h,227,Sec6,6.6_h,236,exact,1,italic_heading,italic_heading,*Article 40(8) (f): - Demonstrating that research activities will be carried out for the purposes laid down in Article 40(4) DSA*,*Article 40(8) (f) - Demonstrating that research activities will be carried out for the purposes laid down in Article 40(4) DSA*,
Sec6,6.6_p1,228,Sec6,6.6_p1,237,exact,0.921,paragraph,paragraph,"In order to comply with the condition that you demonstrate that the research activities will be carried out for the purposes laid down in Article 40(4) DSA, you must provide the following documentation and information:","In order to comply with the condition that the Applicant(s) demonstrate that the research activities will be carried out for the purposes laid down in Article 40(4) DSA, the Applicant(s) must provide the following documentation and information:",
Sec6,6.6(a),229,Sec6,6.6(a),238,exact,1,list,list,(a) A description of the research activities to be conducted with the requested data and an estimation of the required duration of the access;,(a) A description of the research activities to be conducted with the requested data and an estimation of the required duration of the access;,
Sec6,6.6(b),230,Sec6,6.6(b),239,exact,1,list,list,(b) A summary of the application including the research topic; and,(b) A summary of the application including the research topic; and,
Sec6,6.6(c),231,Sec6,6.6(c),240,exact,1,list,list,(c) A description of the purpose pursuant to DSA Articles 34 and 35. This should cover research activities and methodology and give details of how they are connected to Article 34 (systemic risks) and Article 35 (mitigation measures) and related to the specific VLOP/VLOSE.,(c) A description of the purpose pursuant to DSA Articles 34 and 35. This should cover research activities and methodology and give details of how they are connected to Article 34 (systemic risks) and Article 35 (mitigation measures) and related to the specific VLOP/VLOSE.,
Sec6,6.6_p2,232,Sec6,6.6_p2,241,exact,1,paragraph,paragraph,"A link should be made between the systemic risks and the design or functioning of the VLOP/VLOSE's service and its related systems or use of the VLOP/VLOSE's service. An Coimisiún will assess whether the application demonstrates that the research described does or will be carried out for the purposes of contributing to the detection, identification and understanding of systemic risks in the EU stemming from the design, functioning or use of the VLOP/VLOSE, and] to the assessment of the adequacy, efficiency and impacts of risk mitigation measures.","A link should be made between the systemic risks and the design or functioning of the VLOP/VLOSE's service and its related systems or use of the VLOP/VLOSE's service. An Coimisiún will assess whether the application demonstrates that the research described does or will be carried out for the purposes of contributing to the detection, identification and understanding of systemic risks in the EU stemming from the design, functioning or use of the VLOP/VLOSE, and to the assessment of the adequacy, efficiency and impacts of risk mitigation measures.",
Sec6,6.6_p3,233,Sec6,6.6_p3,242,exact,1,paragraph,paragraph,"The application should describe the specific systemic risks in the EU stemming from the design or functioning of the service in question and its related systems, including algorithmic systems, or from the use made of said services that are the intended focus of the research. The following non-exhaustive examples of such systemic risks are set out in the DSA:","The application should describe the specific systemic risks in the EU stemming from the design or functioning of the service in question and its related systems, including algorithmic systems, or from the use made of said services that are the intended focus of the research. The following non-exhaustive examples of such systemic risks are set out in the DSA:",
Sec6,6.6(a),234,Sec6,6.6(a),243,exact,1,list,list,(a) The dissemination of illegal content through the VLOP/VLOSE;,(a) The dissemination of illegal content through the VLOP/VLOSE;,
Sec6,6.6(b),235,Sec6,6.6(b),244,exact,1,list,list,(b) Any actual or foreseeable negative effects for the exercise of fundamental rights;,(b) Any actual or foreseeable negative effects for the exercise of fundamental rights;,
Sec6,6.6(c),236,Sec6,6.6(c),245,exact,1,list,list,"(c) Any actual or foreseeable negative effects on civic discourse and electoral processes, and public security;","(c) Any actual or foreseeable negative effects on civic discourse and electoral processes, and public security;",
Sec6,6.6(d),237,Sec6,6.6(d),246,exact,1,list,list,"(d) Any actual or foreseeable negative effects in relation to gender-based violence, the protection of public health and minors and serious negative consequences to the person's physical and mental well-being.","(d) Any actual or foreseeable negative effects in relation to gender-based violence, the protection of public health and minors and serious negative consequences to the person's physical and mental well-being.",
Sec6,6.6_p4,238,Sec6,6.6_p4,247,fuzzy,0.71,paragraph,paragraph,Other potential systemic risks include any systemic risks identified by the relevant VLOP/VLOSE in its own risk assessments performed under the DSA.,Other potential systemic risks include any systemic risks identified by the relevant VLOP/VLOSE in its own risk assessments performed under the DSA. Applicant(s) should also include a confirmation that there is no other intended use of the data outside of this research.,
Sec6,6.6_p5,239,,,,v1_only,,paragraph,,Researchers should also include a confirmation that there is no other intended use of the data outside of this research.,,
Sec6,6.7_h,240,Sec6,6.7_h,248,exact,1,italic_heading,italic_heading,*Article 40(8)(g):- Demonstrating Commitment to Publication of Research*,*Article 40(8)(g) - Demonstrating Commitment to Publication of Research*,
Sec6,6.7_p1,241,Sec6,6.7_p1,249,exact,0.958,paragraph,paragraph,"The application must demonstrate that you are committed to making your research results publicly available free of charge, within a reasonable period after the completion of the research, subject to the rights and interests of the recipients of the service concerned, in accordance with the GDPR.","The application must demonstrate that the Applicant(s) are committed to making the research results publicly available, free of charge, within a reasonable period after the completion of the research, subject to the rights and interests of the recipients of the service concerned, in accordance with the GDPR.",
Sec6,6.7_p2,242,Sec6,6.7_p2,250,fuzzy,0.748,paragraph,paragraph,"Each applicant researcher must provide a written commitment to make research results publicly available free of charge, subject to the rights and interests of the recipients of the service under the GDPR. Information should also be provided as to the way in which it is expected that the results will be made publicly available free of charge, a timeframe should be proposed for same. Where the results, or part of the results, will not be made publicly available free of charge, the applicant researcher should explain the basis for this.","Each applicant researcher must provide a written commitment to make research results publicly available, free of charge, subject to the rights and interests of the recipients of the service under the GDPR. Information should also be provided as to the way in which it is expected that the results will be made publicly available, free of charge and a timeframe should be proposed for same.",
Sec7,title,243,Sec7,title,251,exact,1,title,title,7. Further guidance in respect of applications,7. Further guidance in respect of applications,
Sec7,7.1_p1,244,Sec7,7.1_p1,252,fuzzy,0.895,paragraph,paragraph,The application submitted by you must comply with the requirements set out below:,The application submitted by the Applicant(s) must comply with the requirements set out below:,
Sec7,7.1(a),245,,,253,v1_only,0.585,list,,(a) **Declaration**: Your application should include a Declaration signed by you certifying that the information contained in the application form and documentary evidence relating to you is true and correct to the best of your knowledge and belief.,(a) **Declaration**: The application should include a Declaration signed by the Applicant(s) certifying that the information contained in the application form and documentary evidence relating to the Applicant(s) is true and correct to the best of their knowledge and belief.,
Sec7,7.1(b),246,Sec7,7.1(b),254,fuzzy,0.863,list,list,"(b) **False or misleading information**: You must not include any false or misleading information in your application. Under section 202(1) of the 2009 Act, a person who knowingly or recklessly provides false or misleading information to An Coimisiún in relation to an application for VR status shall be guilty of a category 2 criminal offence. A person guilty of a category 2 offence shall be liable on summary conviction, to a class A fine (a fine not greater than €5,000) or imprisonment for a term not exceeding 12 months or both, or on conviction on indictment, to a fine not exceeding €50,000 or imprisonment for a term not exceeding 5 years or both.","(b) **False or misleading information**: The Applicant(s) must not include any false or misleading information in the application. Under section 202(1) of the 2009 Act, persons who knowingly or recklessly provides false or misleading information to An Coimisiún in relation to an application for VR status shall be guilty of a category 2 criminal offence. A person guilty of a category 2 offence shall be liable on summary conviction, to a class A fine (a fine not greater than €5,000) or imprisonment for a term not exceeding 12 months or both, or on conviction on indictment, to a fine not exceeding €50,000 or imprisonment for a term not exceeding 5 years or both.",
Sec7,7.1(c),247,,,255,v1_only,0.289,list,,"(c) **Changes**: You must notify An Coimisiún, promptly of any changes that occur, between the date of submission of your application and the date on which you receive notice of An Coimisiún's decision on your application, to any material information contained in your applicationand/or to any supplemental information that was provided subsequent to the submission of the initial application as requested by An Coimisiún to support its assessment of whether you met the requirements to be awarded VR status. Where there are changes to the information that was provided in your application which An Coimisiún considers to be material, this may necessitate the submission of a new application.","(c) **Changes**: The Applicant(s) must notify An Coimisiún, promptly of any changes that occur, between the date of submission of the application and the date on which the Applicant(s) receive notice of An Coimisiún's decision on the application, to any material information contained in the application and/or to any supplemental information that was provided subsequent to the submission of the initial application as requested by An Coimisiún to support its assessment of whether the Applicant(s) met the requirements to be awarded VR status. Where there are changes to the information that was provided in the application which An Coimisiún considers to be material, this may necessitate the submission of a new application.",
Sec7,7.1(d),248,Sec7,7.1(d),256,exact,1,list,list,(d) **Publication**: An Coimisiún is required to publish an overview of any reasoned request that is issued to a VLOP/VLOSE in the public interface of the DSA Data Access Portal. This shall include a summary of your application (if successful) and the access modalities as determined pursuant to Art. 9 of the Delegated Act.,(d) **Publication**: An Coimisiún is required to publish an overview of any reasoned request that is issued to a VLOP/VLOSE in the public interface of the DSA Data Access Portal. This shall include a summary of your application (if successful) and the access modalities as determined pursuant to Art. 9 of the Delegated Act.,
Sec7,7.1(e),249,,,257,v1_only,0.037,list,,"(e) **Confidential and Commercially Sensitive Information**: In submitting your application, you should bear in mind that An Coimisiún may share information contained in your application and supporting documents with the relevant VLOP/VLOSE, where An Coimisiún considers this to be necessary in order to give them an opportunity to submit comments on your application. An Coimisiún is also obliged to publish an overview of a reasoned request in the DSA data access portal once it is formulated. If there is any information in your application or supporting documents which you consider to be confidential or commercially sensitive (whether to you or to another party, such as the research organisation with which you are affiliated), to the extent that it should not be shared by An Coimisiún with the relevant VLOP/VLOSE or published, you should clearly identify that information and explain why you believe it should not be shared or published. An Coimisiún will consider any such explanation but retains discretion to share or publish whatever information An Coimisiún considers necessary.","(e) **Confidential Information**: As detailed above at paragraph 3.14 and 3.15, Applicant(s) and VLOPS/VLOSES should bear in mind that An Coimisiún may share or publish information contained in the application and supporting documents and/or submissions in certain circumstances. In light of that, if there is any information in the application or supporting documents and/or submissions which the Applicant(s) and/or VLOPs/VLOSES consider to be confidential, Applicant(s) and VLOPS/VLOSES should clearly identify that information and explain why they believe it should not be shared or published. This is addressed in further detail at paragraph 3.14 and following above.",
Sec7,7.1(f),250,Sec7,7.1(f),258,exact,0.969,list,list,"(f) **Freedom of Information**: Access to records held by An Coimisiún may be requested by persons under the Freedom of Information Act 2014 (""FOI Act""). The provisions of the FOI Act exempt certain records from release, including if they are records containing commercially sensitive information or confidential information or personal information. An Coimisiún will consult with you in respect of any records relating to you that are within the scope of a FOI request received by An Coimisiún prior to making a decision under the FOI Act, where it is required to do so under the FOI Act.","(f) **Freedom of Information**: Access to records held by An Coimisiún may be requested by persons under the Freedom of Information Act 2014 (""FOI Act""). The provisions of the FOI Act exempt certain records from release, including if they are records containing commercially sensitive information or confidential information or personal information. An Coimisiún will consult with the Applicant(s) in respect of any records relating to the Applicant(s) that are within the scope of a FOI request received by An Coimisiún prior to making a decision under the FOI Act, where it is required to do so under the FOI Act.",
Sec7,7.1(g),251,Sec7,7.1(g),259,fuzzy,0.821,list,list,"(g) **Personal Data**: An Coimisiún is obligated and committed to protecting all personal data submitted in accordance with its obligations under the General Data Protection Regulation, the Data Protection Act 2018 and any other applicable data and privacy laws and regulations. An Coimisiún's published privacy policy can be found at: Coimisiún na Meán | Data Protection (cnam.ie). A supplemental privacy notice with regard to the processing of personal data provided by applicants in relation to the submission of an application under Article 40(4) of the DSA can be found here: Any personal data collected by An Coimisiún in connection with an application will be used only for the purposes stated in the supplemental privacy notice. Vetted Researcher Data Access Supplemental Privacy Statement - Coimisiún na Meán Any personal data collected by An Coimisiún in connection with an application will be used only for the purposes stated in the supplemental privacy notice.","(g) **Personal Data**: An Coimisiún is obligated and committed to protecting all personal data submitted in accordance with its obligations under the General Data Protection Regulation, the Data Protection Act 2018 and any other applicable data and privacy laws and regulations. An Coimisiún's published privacy policy can be found at: Coimisiún na Meán | Data Protection (cnam.ie). A supplemental privacy notice with regard to the processing of personal data provided by applicants in relation to the submission of an application under Article 40(4) of the DSA can be found here: Vetted Researcher Data Access Supplemental Privacy Statement - Coimisiún na Meán. Any personal data collected by An Coimisiún in connection with an application will be used only for the purposes stated in the supplemental privacy notice.",
Sec7,7.1(h),252,Sec7,7.1(h),260,exact,1,list,list,(h) Please note that all documents and information submitted as part of a VR status application should only be submitted through AGORA. Applications or related materials submitted directly to An Coimisiún will not be responded to and will not be considered. Any queries or requests for clarification in relation to the contents of this Guidance should be directed to Article40@cnam.ie.,(h) Please note that all documents and information submitted as part of a VR status application should only be submitted through AGORA. Applications or related materials submitted directly to An Coimisiún will not be responded to and will not be considered. Any queries or requests for clarification in relation to the contents of this Guidance should be directed to Article40@cnam.ie.,
Sec8,title,253,Sec8,title,261,exact,1,title,title,8. Access Modalities,8. Access Modalities,
Sec8,8.1_p1,254,,,262,v1_only,0.034,paragraph,,"If you are designated as a VR and a Reasoned Request is issued, the Reasoned Request will include details of any access modalities that An Coimisiún requires the VLOP/VLOSE to use when providing you with access to the data.","If the Applicant(s) is designated as a VR and a Reasoned Request is issued, the Reasoned Request will include details of any access modalities that An Coimisiún requires the VLOP/VLOSE to use when providing the Applicant(s) with access to the data.",
Sec8,8.2_p1,255,Sec8,8.2_p1,263,fuzzy,0.841,paragraph,paragraph,"When determining the access modalities to be included in a Reasoned Request, An Coimisiún is required to take into account any access modalities proposed by you in your application and any access modalities proposed by the VLOP/VLOSE to be used in connection with data the VLOP/VLOSE has stated is available in its DSA data access catalogue. However neither of these proposals is binding on An Coimisiún.","When determining the access modalities to be included in a Reasoned Request, An Coimisiún is required to take into account any access modalities proposed by the Applicant(s) in the application and any access modalities proposed by the VLOP/VLOSE to be used in connection with data the VLOP/VLOSE has stated is available in its DSA data access catalogue. However neither of these proposals is binding on An Coimisiún.",
Sec8,8.3_p1,256,Sec8,8.3_p1,264,exact,0.942,paragraph,paragraph,"The VLOP/VLOSE and you will be required to comply with whatever access modalities are specified by An Coimisiún in the Reasoned Request. These may include technical, legal or organisational measures to be used by the VLOP/VLOSE when providing you with access to the data. They may include, for example:","The VLOP/VLOSE and the Applicant(s) will be required to comply with whatever access modalities are specified by An Coimisiún in the Reasoned Request. These may include technical, legal or organisational measures to be used by the VLOP/VLOSE when providing the Applicant(s) with access to the data. They may include, for example:",
Sec8,8.3(a),257,Sec8,8.3(a),265,exact,1,list,list,(a) whether a secure processing environment is necessary to process the data;,(a) Whether a secure processing environment is necessary to process the data;,
Sec8,8.3(b),258,Sec8,8.3(b),266,exact,1,list,list,"(b) relevant network security measures, encryption, access control, mechanisms, backup policies, data integrity mechanisms, incident response plans;","(b) Relevant network security measures, encryption, access control, mechanisms, backup policies, data integrity mechanisms, incident response plans;",
Sec8,8.3(c),259,Sec8,8.3(c),267,exact,1,list,list,(c) storage periods and data destruction plans;,(c) Storage periods and data destruction plans;,
Sec8,8.3(d),260,,,268,v1_only,1,list,,"(d) internal review processes, restrictions of access rights and information sharing; and","(d) Internal review processes, restrictions of access rights and information sharing; and",
Sec8,8.3(e),261,Sec8,8.3(d),269,fuzzy,1,list,list,"(e) any contractual requirements, such as non-disclosure agreements or data sharing agreements.","(e) Any contractual requirements, such as non-disclosure agreements or data sharing agreements.",
Sec8,8.4_p1,262,Sec8,8.4_p1,270,fuzzy,0.851,paragraph,paragraph,"If the specified access modalities include a requirement that the VLOP/VLOSE enters into a data sharing agreement or any other contractual arrangement with you, then you and the VLOP/VLOSE will be required to enter into that contractual arrangement and you will be subject to contractual obligations to the VLOP/VLOSE in connection with your access to the data.","If the specified access modalities include a requirement that the VLOP/VLOSE enter into a data sharing agreement or any other contractual arrangement with the Applicant(s), then the Applicant(s) and the VLOP/VLOSE will be required to enter into that contractual arrangement and the Applicant(s) will be subject to contractual obligations to the VLOP/VLOSE in connection with the access to the data.",
Sec9,title,263,Sec9,title,271,v1_only,1,title,,9. After an application for VR status is approved,9. After an application for VR status is approved,
Sec9,9.1_p1,264,Sec8,9.1_p1,272,v1_only,0.634,paragraph,,"If you are designated as a VR and a Reasoned Request is issued, you must comply with the designation conditions set out in Article 40(8) of the DSA and related requirements set out in the Delegated Act and implement the technical, legal and organisational measures that you stated would be put in place in your application when accessing the data and performing the research within the scope of the Reasoned Request. If you fail to do so then this may result, among other things, in your access to the data within the scope of that Reasoned Request being terminated under Article 40(10) of the DSA and Chapter 2 of Part 15 of the 2009 Act.","If the Applicant(s) are designated as a VR and a Reasoned Request is issued, the Applicant(s) must comply with the designation conditions set out in Article 40(8) of the DSA and related requirements set out in the Delegated Act and implement the technical, legal and organisational measures that the Applicant stated would be put in place in the application when accessing the data and performing the research within the scope of the Reasoned Request. If the Applicant(s) fail to do so then this may result, among other things, access to the data within the scope of that Reasoned Request being terminated under Article 40(10) of the DSA and Chapter 2 of Part 15 of the 2009 Act.",
